ESTABLECIMIENTO,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,ESTABLECIMIENTO_VARIANTES
INSTITUTO PARTICULAR MIXTO NUESTRA SEORA DE LA ASUNCION,"22-05-1610-46, 22-05-2262-46, 22-05-2287-46",22-009,JUTIAPA,ASUNCION MITA,BARRIO LA PAZ,78459147,GAUDY YADIRA ISABEL IXCHOP AMBROCIO,JULIA ALICIA GARCÍA RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, MATUTINA, VESPERTINA",DIARIO(REGULAR),JUTIAPA,INSTITUTO PARTICULAR MIXTO NUESTRA SEÑORA DE LA ASUNCION
INSTITUTO PARTICULAR MIXTO PALMIRA,09-17-3993-46,09-039,QUETZALTENANGO,COLOMBA COSTA CUCA,COMUNIDAD AGRARIA PENSAMIENTO Y PALMIRA CHUVA,33227813,JUAN JOSE VASQUEZ CALDERON,HECTOR ARMANDO NOWELL PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,INSTITUTO PARTICULAR MIXTO PALMIRA
INSTITUTO PARTICULAR MIXTO PEDRO MOLINA,"09-20-0084-46, 09-20-0104-46, 09-20-0137-46, 09-20-0659-46, 09-20-0660-46","09-030, 09-032",QUETZALTENANGO,COATEPEQUE,"2A CALLE 3-60 ZONA 1, BARRIO LA BATALLA, 2DA CALLE 3-60 ZONA 1 BARRIO LA BATALLA, 2DA. CALLE 3-60 ZONA 1 BARRIO LA BATALLA",77751242,"AMANDA CAROLINA LOPEZ MERIDA, DAVID FEDERICO CIFUENTES HURTADO",JULIA PATRICIA HERNÁNDEZ VALDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, MATUTINA, SIN JORNADA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (UN DÍA A LA SEMANA)",QUETZALTENANGO,"INSTITUTO PARTICULAR MIXTO ""PEDRO MOLINA"""
INSTITUTO PARTICULAR MIXTO PLAN FIN DE SEMANA VALENTIN DEL VALLE GONGORA,"17-10-0252-46, 17-10-0253-46",17-018,PETEN,SAYAXCHE,"ALDEA RANCHO ALEGRE, BARRIO EL CENTRO ALDEA RANCHO ALEGRE","37510203, 57276870",HUGO RENÉ MACZ POP,GLADIS ODILY MARTINEZ RAMOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,"DOBLE, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA",PETÉN,"INSTITUTO PARTICULAR MIXTO PLAN FIN DE SEMANA VALENTIN DEL VALLE GONGORA, INSTITUTO PARTICULAR MIXTO, PLAN FIN DE SEMANA, LICENCIADO VALENTIN DEL VALLE GONGORA"""
INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ,"18-04-0501-46, 18-04-1983-46, 18-04-3028-46",18-039,IZABAL,MORALES,"CALLE MARCO TULIO MARUZZO, CALLE TULIO MARUZZO","40911181, 55538518, 79480009",ELSA YADIRA MARTINEZ PEREZ,RENÉ BARRIENTOS BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, NOCTURNA, SIN JORNADA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (FIN DE SEMANA)",IZABAL,INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ
INSTITUTO PARTICULAR MIXTO SAN ANTONIO,"05-02-0133-46, 05-02-0134-46, 05-02-0135-46",05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,5TA. AVENIDA 4-65 ZONA 1,48000554,JUAN FRANCISCO GODOY DAVILA,CLAUDIA MARITZA MENDOZA ROMPICH,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, MATUTINA, VESPERTINA",DIARIO(REGULAR),ESCUINTLA,INSTITUTO PARTICULAR MIXTO SAN ANTONIO
INSTITUTO PARTICULAR MIXTO SUPERACION,22-01-1608-46,22-003,JUTIAPA,JUTIAPA,5A. AV. 7-35 ZONA 1,78441530,REMBERTO RECINOS SARCEÑO,DELMY ASTRID MÉNDEZ POLANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA,INSTITUTO PARTICULAR MIXTO SUPERACION
INSTITUTO PARTICULAR MIXTO TECNOLOGICO,"10-09-0020-46, 10-09-0021-46, 10-09-0023-46",10-010,SUCHITEPEQUEZ,SAN PABLO JOCOPILAS,1A. CALLE CENTRO HISTORICO ZONA 1,"54415857, 54415897",MILDRED JANETH DE LEON MENDEZ DE FUENTES,MARVIN REYNALDO JERÉZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA","FIN DE SEMANA, SEMIPRESENCIAL (UN DÍA A LA SEMANA)",SUCHITEPÉQUEZ,"INSTITUTO PARTICULAR MIXTO ""TECNOLOGICO"""
INSTITUTO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA,04-06-0340-46,04-011,CHIMALTENANGO,TECPAN GUATEMALA,1 CALLE 2-39 ZONA 4.,78404465,SILBIA JANETT NUÑEZ RODAS DE PESQUERA,CÁNDIDA ROSA CORADO RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIMALTENANGO,INSTITUTO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA
INSTITUTO PARTICULAR MIXTO TECUN UMAN,12-17-1150-46,12-080,SAN MARCOS,AYUTLA,2A. AVENIDA Y 3A. CALLE ZONA 1 CIUDAD TECUN UMAN,42934029,RAMIRO ARMANDO OCHOA MALDONADO,DULCE MARÍA ARGUETA FRANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS,"INSTITUTO PARTICULAR MIXTO ""TECUN UMAN"""
"INSTITUTO PARTICULAR MIXTO, PLAN FIN DE SEMANA, LICENCIADO VALENTIN DEL VALLE GNGORA , . VALENTIN DEL VALLE GONGORA",17-10-0359-46,17-018,PETEN,SAYAXCHE,ALDEA RANCHO ALEGRE,37510203,HUGO RENÉ MACZ POP,GLADIS ODILY MARTINEZ RAMOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),PETÉN,"INSTITUTO PARTICULAR MIXTO, PLAN FIN DE SEMANA, LICENCIADO VALENTIN DEL VALLE GÓNGORA"", . VALENTIN DEL VALLE GONGORA"
INSTITUTO PARTICULAR PARA SEORITAS NUESTRA SEORA DEL CARMEN,00-01-8618-46,01-317,CIUDAD CAPITAL,ZONA 1,11 AV. 3-17,22320696,MARIANO DOMINGO ESTRADA TELETOR,MARÍA DEL CARMEN TURCIOS DEL POZO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,"INSTITUTO PARTICULAR PARA SEÑORITAS ""NUESTRA SEÑORA DEL CARMEN"""
INSTITUTO PARTICULAR RICARDO ARJONA,16-12-9215-46,16-022,ALTA VERAPAZ,SANTA MARIA CAHABON,BARRIO SAN JUAN,58941390,HORACIO WALDEMAR JUÁREZ ARGUETA,CÉSAR ENRIQUE GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,INSTITUTO PARTICULAR RICARDO ARJONA
INSTITUTO PARTICULAR TECNICO VOCACIONAL PRACTICO MODERNO,"12-15-0208-46, 12-15-2938-46",12-133,SAN MARCOS,MALACATAN,"2DA. AVENIDA 1-42, ZONA 1, ALDEA LAS MARGARITAS ALDEA LAS MARGARITAS",59954065,ROLANDO RENE FUENTES MIRANDA,HÉCTOR AUGUSTO OCHOA GONZÁLEZ,DIVERSIFICADO,PRIVADO,"RURAL, URBANA",ABIERTA,MONOLINGUE,"SIN JORNADA, VESPERTINA","DIARIO(REGULAR), SEMIPRESENCIAL (UN DÍA A LA SEMANA)",SAN MARCOS,INSTITUTO PARTICULAR TECNICO VOCACIONAL PRACTICO MODERNO
INSTITUTO PEDAGGICO DE EDUCACIN MEDIA SAN JOS IPEMSA,"22-16-0007-46, 22-16-0015-46, 22-16-0023-46",22-026,JUTIAPA,SAN JOSE ACATEMPA,ALDEA LLANO GRANDE,"50641737, 54925580, 77908100",SIDDI YALAI ESCOBAR ESQUIVEL,"WENDY MARISOL BOTEO PERNILLO, YUSMERY CHEYENDIS ESCOBAR CASTILLO",DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (UN DÍA A LA SEMANA)",JUTIAPA,"INSTITUTO PEDAGOGICO DE EDUCACIÓN MEDIA SAN JOSE ""IPEMSA"", INSTITUTO PEDAGÓGICO DE EDUCACIÓN MEDIA SAN JOSÉ ""IPEMSA"""
INSTITUTO POR COOPERATIVA DE MAGISTERIO DE EDUCACION PRIMARIA INTERCULTURAL,21-02-1432-46,21-006,JALAPA,SAN PEDRO PINULA,BARRIO SAN JOSE,52053133,CARLOS ANTONIO CORDERO TRIGUEROS,FELIPE ABRAHÁM GALICIA MARÍN,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,INSTITUTO POR COOPERATIVA DE MAGISTERIO DE EDUCACION PRIMARIA INTERCULTURAL
INSTITUTO PREUNIVERSITARIO DE IZABAL PREU,"18-01-0205-46, 18-01-0319-46, 18-01-0434-46",18-008,IZABAL,PUERTO BARRIOS,"COLONIA SAN CRISTOBAL ENTRE RIOS, COLONIA SAN CRISTOBAL, ENTRE RIOS, PUERTO BARRIOS",49026498,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,FREDY ANTONIO FLORES LÓPEZ,DIVERSIFICADO,PRIVADO,"RURAL, URBANA",ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (FIN DE SEMANA)",IZABAL,"INSTITUTO PREUNIVERSITARIO DE IZABAL ""PREU"", INSTITUTO PREUNIVERSITARIO DE IZABAL PREU"
INSTITUTO PRIVADO COALTEPEC,"09-20-0129-46, 09-20-0154-46",09-032,QUETZALTENANGO,COATEPEQUE,"13 CALLE 9-20 ZONA 2 RESIDENCIALES VALLE VERDE, 13 CALLE 9-20 ZONA 2, RESIDENCIALES VALLE VERDE",55378953,AMANDA CAROLINA LOPEZ MERIDA,MARCO ANTONIO GRAMAJO QUIROA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"MATUTINA, SIN JORNADA","DIARIO(REGULAR), SEMIPRESENCIAL (UN DÍA A LA SEMANA)",QUETZALTENANGO,INSTITUTO PRIVADO COALTEPEC
INSTITUTO PRIVADO CULTURAL INFORMTICO Y CIENTFICO IPCIC,05-01-0344-46,05-033,ESCUINTLA,ESCUINTLA,3A. CALLE 2-23 ZONA 2 COLONIA EL FERROCARRILERO,41862567,REMY ARTURO SINAY GUDIEL,EDNA TOMASITA HERINCX RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA,INSTITUTO PRIVADO CULTURAL INFORMÁTICO Y CIENTÍFICO IPCIC
INSTITUTO PRIVADO DE CIENCIA Y TECNOLOGIA QUETZALTENANGO,09-01-0301-46,09-002,QUETZALTENANGO,QUETZALTENANGO,3RA. CALLE 20-21 ZONA 3,77615924,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,ARNOLDO DE JESUS DEL AGUILA ALONZO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO,INSTITUTO PRIVADO DE CIENCIA Y TECNOLOGIA QUETZALTENANGO
INSTITUTO PRIVADO DE CIENCIAS SECRETARIALES,14-06-3740-46,14-007,QUICHE,SANTO TOMAS CHICHICASTENANGO,2A. CALLE 3-16 ZONA 1,51156813,CARLOS MANUEL TIRIQUIZ TOL,OSCAR ARNOLDO GIRÓN SOTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),QUICHÉ,INSTITUTO PRIVADO DE CIENCIAS SECRETARIALES
INSTITUTO PRIVADO DE COMPUTACIN INFORMTICA,04-01-0343-46,04-020,CHIMALTENANGO,CHIMALTENANGO,6A. AVENIDA Y 1A. CALLE NO. 126 ZONA 5,41374514,MARILENA HERNÁNDEZ CABRERA,VERÓNICA ESMERALDA MUTZUTZ ELEL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),CHIMALTENANGO,INSTITUTO PRIVADO DE COMPUTACIÓN INFORMÁTICA
INSTITUTO PRIVADO DE EDUCACIN DE CIENCIAS Y TECNOLOGA LA SAGRADA FAMILIA,"21-02-0079-46, 21-02-0085-46, 21-02-0094-46",21-006,JALAPA,SAN PEDRO PINULA,BARRIO SAN PABLO,42911006,CARLOS ANTONIO CORDERO TRIGUEROS,ELMER ABEL SANDOVAL MUÑOZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (UN DÍA A LA SEMANA)",JALAPA,"INSTITUTO PRIVADO DE EDUCACION DE CIENCIAS Y TECNOLOGIA ""LA SAGRADA FAMILIA"", INSTITUTO PRIVADO DE EDUCACIÓN DE CIENCIAS Y TECNOLOGIA ""LA SAGRADA FAMILIA"", INSTITUTO PRIVADO DE EDUCACIÓN DE CIENCIAS Y TECNOLOGÍA ""LA SAGRADA FAMILIA"""
INSTITUTO PRIVADO DE EDUCACIN MIXTA CIENCIA Y TECNOLOGA,"21-05-0027-46, 21-05-0037-46, 21-05-0054-46",21-009,JALAPA,SAN CARLOS ALZATATE,BARRIO CAMELIAS,57637240,AMARILIS NOHEMI MENDEZ MATEO,EMORA ESPERANZA SOLIS HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (UN DÍA A LA SEMANA)",JALAPA,"INSTITUTO PRIVADO DE EDUCACION MIXTA CIENCIA Y TECNOLOGIA, INSTITUTO PRIVADO DE EDUCACIÓN MIXTA ""CIENCIA Y TECNOLOGÍA"""
INSTITUTO PRIVADO DE EDUCACION BASICA Y DIVERSIFICADA BUENOS AIRES,18-02-3077-46,18-017,IZABAL,LIVINGSTON,ALDEA SAN ANTONIO SEJA,45899054,LEYVIMARLOT ENRIQUEZ ESPINOSA,WENDY ARACELY COLINDRES GUTIERREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,INSTITUTO PRIVADO DE EDUCACION BASICA Y DIVERSIFICADA BUENOS AIRES
INSTITUTO PRIVADO DE EDUCACION DIVERSIFICADA EL PORVENIR,21-01-0108-46,21-004,JALAPA,JALAPA,"4A. AVENIDA 2-66, ZONA 2 BARRIO SAN FRANCISCO",79224958-79223033,VICTOR MANUEL PORTILLO RECINOS,ROSA CORALIA PINEDA GALLARDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,INSTITUTO PRIVADO DE EDUCACION DIVERSIFICADA EL PORVENIR
INSTITUTO PRIVADO DE EDUCACION DIVERSIFICADO B0KOBA,17-01-0172-46,17-001,PETEN,FLORES,COLONIA MODELO,533290,RODOLFO MEDINA,MYNOR ROBERTO PORTILLO ROSADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),PETÉN,INSTITUTO PRIVADO DE EDUCACION DIVERSIFICADO B0KOBA
INSTITUTO PRIVADO DE ESTUDIOS AVANZADOS IPEA,09-04-4107-46,09-043,QUETZALTENANGO,SAN CARLOS SIJA,ALDEA RECUERDO A BARRIOS,45269294,BLANCA LIDIA DE LEON DIAZ,OVIDIO SANTIAGO SANTOS DE LEON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,INSTITUTO PRIVADO DE ESTUDIOS AVANZADOS IPEA
INSTITUTO PRIVADO DEL SUR,10-12-0016-46,10-004,SUCHITEPEQUEZ,SAN GABRIEL,"KM. 165, CINTA ASFALTICA",34308262,HAROLDO GAMALIEL HIDALGO SANDOVAL,LUIS ALFONSO LÓPEZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,INSTITUTO PRIVADO DEL SUR
INSTITUTO PRIVADO FUENTE DEL SABER,"17-09-0005-46, 17-09-0329-46, 17-09-0331-46, 17-09-4156-46",17-016,PETEN,SAN LUIS,"BARRIO TIKAJAL, CABECERA MUNICIPAL","40379492, 40379592",OCTAVIO LONE GUERRA,ROSA MELITZA MOZCOSO VELA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (UN DÍA A LA SEMANA)",PETÉN,"""INSTITUTO PRIVADO FUENTE DEL SABER"", INSTITUTO PRIVADO FUENTE DEL SABER"
INSTITUTO PRIVADO GUATEMALA DE LA ASUNCION,01-15-2076-46,01-214,GUATEMALA,VILLA NUEVA,3AV. 5-34 ZONA 1,42346456,HECTOR RAUL ESCUN VIDES,MARIA ANTONIETA ESCOBAR PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,INSTITUTO PRIVADO GUATEMALA DE LA ASUNCION
INSTITUTO PRIVADO LICEO INTERAMERICANO,"21-01-0325-46, 21-01-0404-46",21-004,JALAPA,JALAPA,"1A. AVENIDA 0-45 ZONA 6, BARRIO CHIPILAPA, 1RA. AVENIDA 0-45 ZONA 6, BARRIO CHIPILAPA",41963272,VICTOR MANUEL PORTILLO RECINOS,JOSÉ BAUDILIO CASTAÑEDA TÉLLES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA","FIN DE SEMANA, SEMIPRESENCIAL (UN DÍA A LA SEMANA)",JALAPA,"INSTITUTO PRIVADO ""LICEO INTERAMERICANO"""
INSTITUTO PRIVADO MIXTO  LA REYNITA,"17-10-0243-46, 17-10-0346-46, 17-10-0369-46",17-020,PETEN,SAYAXCHE,"ALDEA LA REINITA, ALDEA LA REYNITA, CASERIO LA REINITA","47181318, 47181718, 79286513",ALFONZO CLAUDIO SALES,MARIA EDITA LEIVA BARRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (UN DÍA A LA SEMANA)",PETÉN,"INSTITUTO PRIVADO MIXTO "" LA REYNITA"", INSTITUTO PRIVADO MIXTO LA REINITA"
INSTITUTO PRIVADO MIXTO 'CIENTIFICO INTEGRAL',"12-10-0080-46, 12-10-0084-46",12-022,SAN MARCOS,TEJUTLA,"3AV. 1-59 ZONA 1, CABECERA MUNICIPAL",57188356,ELIAS NATANAEL CHUN CORONADO,IRMA MAXIMINA MACARIO BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA","FIN DE SEMANA, SEMIPRESENCIAL (UN DÍA A LA SEMANA)",SAN MARCOS,"INSTITUTO PRIVADO MIXTO 'CIENTIFICO INTEGRAL', INSTITUTO PRIVADO MIXTO CIENTÍFICO INTEGRAL"
INSTITUTO PRIVADO MIXTO 'PRESIDENTE KENNEDY',10-17-0391-46,10-011,SUCHITEPEQUEZ,SANTO TOMAS LA UNION,2A. CALLE 4-33 ZONA 1,47687121,ARNULFO EFRAIN GOMEZ CHAY,JORGE LEONEL MATUL SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,INSTITUTO PRIVADO MIXTO 'PRESIDENTE KENNEDY'
INSTITUTO PRIVADO MIXTO 'SAMPEDRANO',13-06-6072-46,13-016,HUEHUETENANGO,SAN PEDRO NECTA,CANTON EL LLANO,44955412,MANRIQUE EZEQUIEL GÓMEZ RECINOS,FRANCISCO ANTONIO CASTILLO CAMPOSECO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO,INSTITUTO PRIVADO MIXTO 'SAMPEDRANO'
INSTITUTO PRIVADO MIXTO CARLOS SAGASTUME PEREZ,13-26-6298-46,13-043,HUEHUETENANGO,SANTA CRUZ BARILLAS,VILLA DE BARILLAS,77802390,ARACELY FIGUEROA URBINA,OSCAR ANTULIO AGUSTIN ZUÑIGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO,INSTITUTO PRIVADO MIXTO CARLOS SAGASTUME PEREZ
INSTITUTO PRIVADO MIXTO CENTRAL DE SUCHITEPEQUEZ,"10-01-0308-46, 10-01-2106-46",10-018,SUCHITEPEQUEZ,MAZATENANGO,"6A. AVE. 2-21 ZONA 1, 6A. AVENIDA 2-21 ZONA 1",78720350,NATALI XIOMARA DIAZ BARRIOS DE FIGUEROA,ANTONIO ABELARDO OSORIO MONJARÁS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,"INSTITUTO PRIVADO MIXTO ""CENTRAL DE SUCHITEPÉQUEZ"", INSTITUTO PRIVADO MIXTO CENTRAL DE SUCHITEPEQUEZ"
INSTITUTO PRIVADO MIXTO CIENCIA Y CULTURA,"14-01-0181-46, 14-01-0269-46",14-036,QUICHE,SANTA CRUZ DEL QUICHE,"1A. CALLE 13-41 ZONA 2, 1A. CALLE 13-41, ZONA 2",77563487,GONZALO VENTURA LUX,IBERTO DE LEÓN ORELLANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA","FIN DE SEMANA, SEMIPRESENCIAL (FIN DE SEMANA)",QUICHÉ,"INSTITUTO PRIVADO MIXTO ""CIENCIA Y CULTURA"", INSTITUTO PRIVADO MIXTO CIENCIA Y CULTURA"
INSTITUTO PRIVADO MIXTO COMERCIAL 'COATEPEQUE',09-20-3055-46,09-030,QUETZALTENANGO,COATEPEQUE,0A. 6 CALLE ZONA 1,77751424,DAVID FEDERICO CIFUENTES HURTADO,MILDRED MARIBETH LÓPEZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO,INSTITUTO PRIVADO MIXTO COMERCIAL 'COATEPEQUE'
INSTITUTO PRIVADO MIXTO CONCEPCIN,"10-08-0022-46, 10-08-0024-46, 10-08-0025-46, 10-08-0026-46, 10-08-0031-46",10-009,SUCHITEPEQUEZ,SAMAYAC,"CANTON COCCEPCION, SECTOR LA MANCHURIA, CANTON CONCEPCION, SECTOR LA MANCHURIA",51127345,PAULA ZUCELY QUIBAJA PEREZ DE TELON,JACKELLINE DAMARIS AGUILAR ALEJANDRO,DIVERSIFICADO,PRIVADO,"RURAL, URBANA",ABIERTA,MONOLINGUE,"DOBLE, MATUTINA, SIN JORNADA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (UN DÍA A LA SEMANA)",SUCHITEPÉQUEZ,"INSTITUTO PRIVADO MIXTO ""CONCEPCION"", INSTITUTO PRIVADO MIXTO ""CONCEPCIÓN"""
INSTITUTO PRIVADO MIXTO CRISTO REY,"18-04-0422-46, 18-04-0423-46, 18-04-0492-46",18-039,IZABAL,MORALES,ALDEA EL CEDRO,30727557,ELSA YADIRA MARTINEZ PEREZ,NANCY CAROLA GÁMEZ ORTÍZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA","FIN DE SEMANA, SEMIPRESENCIAL (FIN DE SEMANA)",IZABAL,"INSTITUTO PRIVADO MIXTO ""CRISTO REY"""
INSTITUTO PRIVADO MIXTO DE BACHILLERATO POR MADUREZ COATEPEQUE,"09-20-0147-46, 09-20-0870-46",09-028,QUETZALTENANGO,COATEPEQUE,"7A. CALLE 8-68 ZONA 1, 7A. CALLE 8-68 ZONA 1 BARRIO LAS CASAS","77752690, 77753290",MANFIELD FRANCISCO CASTAÑON DE LEON,JULIO CÉSAR AVALOS VÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA","FIN DE SEMANA, SEMIPRESENCIAL (FIN DE SEMANA)",QUETZALTENANGO,"INSTITUTO PRIVADO MIXTO DE BACHILLERATO POR MADUREZ ""COATEPEQUE"", INSTITUTO PRIVADO MIXTO DE BACHILLERATO POR MADUREZ COATEPEQUE"
"INSTITUTO PRIVADO MIXTO DE CIENCIAS, APRENDIZAJE Y TECNOLOGA ICAT","09-20-0074-46, 09-20-0101-46, 09-20-0148-46",09-028,QUETZALTENANGO,COATEPEQUE,"2A. AVENIDA 3-01 BARRIO LA BATALLA, 2A. AVENIDA 3-01 ZONA 1, 2DA. AVENIDA 3-01 ZONA 1, BARRIO LA BATALLA,","55954841, 58349947",MANFIELD FRANCISCO CASTAÑON DE LEON,LUCÍA BEATRÍZ ANGEL RUÍZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,"DOBLE, SIN JORNADA, VESPERTINA","DIARIO(REGULAR), FIN DE SEMANA, SEMIPRESENCIAL (FIN DE SEMANA)",QUETZALTENANGO,"INSTITUTO PRIVADO MIXTO DE CIENCIAS, APRENDIZAJE Y TECNOLOGÍA ""ICAT"""
